Unix,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDT,tradecount
1635897600000,2021-11-03,ETHUSDT,4589.68,4665.87,4455.0,4603.35,448658.35125,2051737308.0126247,1580640
1635984000000,2021-11-04,ETHUSDT,4603.35,4606.65,4420.08,4532.32,368218.25695,1663942873.7930362,1019675
1636070400000,2021-11-05,ETHUSDT,4532.31,4570.05,4438.8,4474.24,305651.7244,1375503505.227947,893068
1636156800000,2021-11-06,ETHUSDT,4474.24,4530.0,4326.17,4518.0,322154.0973,1429791261.319524,868676
1636243200000,2021-11-07,ETHUSDT,4518.0,4637.98,4502.37,4612.59,243596.5952,1115635571.36518,834745
1636329600000,2021-11-08,ETHUSDT,4612.59,4822.97,4612.0,4807.98,391102.31806,1850800839.6928573,1344244
1636416000000,2021-11-09,ETHUSDT,4807.98,4838.28,4713.89,4732.33,311267.57998,1489567265.669691,995668
1636502400000,2021-11-10,ETHUSDT,4732.33,4868.0,4461.93,4628.78,553596.99163,2600175501.160489,1492374
1636588800000,2021-11-11,ETHUSDT,4628.68,4779.0,4576.47,4719.0,303688.9765,1425610198.7424169,909164
1636675200000,2021-11-12,ETHUSDT,4719.0,4809.71,4507.85,4665.46,461580.0415,2146130116.871767,1206412
1636761600000,2021-11-13,ETHUSDT,4665.47,4707.6,4584.08,4644.28,220720.6611,1026142451.546252,731125
1636848000000,2021-11-14,ETHUSDT,4644.27,4696.05,4514.12,4626.5,245309.0674,1126786539.405778,623491
1636934400000,2021-11-15,ETHUSDT,4626.5,4772.01,4540.0,4563.78,375421.6601,1752738875.791921,1061676
1637020800000,2021-11-16,ETHUSDT,4563.77,4563.77,4103.0,4209.76,735857.063,3163788841.066021,1741259
1637107200000,2021-11-17,ETHUSDT,4209.59,4299.91,4063.48,4287.8,472852.1842,1980248927.7112317,1146593
1637193600000,2021-11-18,ETHUSDT,4288.07,4344.81,3956.44,3996.9,576945.1837,2387588164.850108,1319866
1637280000000,2021-11-19,ETHUSDT,3996.9,4308.97,3973.01,4294.76,420045.0897,1740904041.283998,984517
1637366400000,2021-11-20,ETHUSDT,4294.75,4435.88,4199.86,4412.17,365584.578,1577172914.216076,888090
1637452800000,2021-11-21,ETHUSDT,4412.17,4451.0,4242.41,4258.31,340206.3203,1479842945.950397,836925
1637539200000,2021-11-22,ETHUSDT,4259.7,4320.0,4022.74,4085.97,518501.3338,2167112891.8657327,1162581
1637625600000,2021-11-23,ETHUSDT,4086.28,4385.59,4059.62,4339.44,502811.7902,2125825553.2223232,1098270
1637712000000,2021-11-24,ETHUSDT,4339.45,4373.94,4167.65,4269.36,448727.0306,1913428104.737214,990018
1637798400000,2021-11-25,ETHUSDT,4270.1,4550.0,4248.27,4524.85,445868.2434,1962939107.4477448,1123629
1637884800000,2021-11-26,ETHUSDT,4524.48,4551.0,3913.0,4041.2,720245.1612,2994490664.021844,1654553
1637971200000,2021-11-27,ETHUSDT,4041.2,4183.66,4028.34,4095.29,275326.5202,1133169071.3503902,723831
1638057600000,2021-11-28,ETHUSDT,4095.29,4298.51,3964.0,4294.78,346471.3551,1421535999.752079,842343
1638144000000,2021-11-29,ETHUSDT,4294.77,4458.92,4276.89,4444.53,406881.2284,1772611136.392454,947503
1638230400000,2021-11-30,ETHUSDT,4444.54,4753.0,4346.36,4630.26,743024.4662,3391424543.4723835,1808789
1638316800000,2021-12-01,ETHUSDT,4630.25,4778.75,4523.99,4582.95,508198.3105,2382156066.737272,1367302
1638403200000,2021-12-02,ETHUSDT,4582.95,4634.83,4433.0,4511.21,451861.9545,2047468326.802657,1062149
1638489600000,2021-12-03,ETHUSDT,4511.35,4654.88,4032.5,4215.73,677974.8659,2972156867.637412,1516700
1638576000000,2021-12-04,ETHUSDT,4215.01,4238.59,3503.68,4117.25,1111773.1451,4370074804.513231,2264288
1638662400000,2021-12-05,ETHUSDT,4117.25,4248.19,4031.39,4196.44,536325.4413,2224220852.2791967,1088546
1638748800000,2021-12-06,ETHUSDT,4196.44,4376.15,3921.0,4347.59,726742.9638,2991267298.82173,1447061
1638835200000,2021-12-07,ETHUSDT,4347.57,4425.0,4255.92,4306.4,420749.751,1830621575.426944,986492
1638921600000,2021-12-08,ETHUSDT,4306.4,4450.49,4222.95,4436.91,429403.9351,1868281437.565388,991178
1639008000000,2021-12-09,ETHUSDT,4436.91,4488.0,4076.16,4105.64,462173.711,1970732612.694487,1038790
1639094400000,2021-12-10,ETHUSDT,4105.64,4231.08,3887.37,3897.94,563236.5671,2287155262.156313,1098758
1639180800000,2021-12-11,ETHUSDT,3898.31,4097.08,3828.22,4089.37,427853.4343,1711893271.9748611,831899
1639267200000,2021-12-12,ETHUSDT,4089.68,4173.63,3986.25,4130.0,260535.5157,1061361793.041272,591319
1639353600000,2021-12-13,ETHUSDT,4130.0,4142.75,3671.45,3781.93,533467.2307,2068534029.5511043,1144882
1639440000000,2021-12-14,ETHUSDT,3781.92,3882.74,3685.0,3858.99,395145.7462,1499985094.813692,915721
1639526400000,2021-12-15,ETHUSDT,3858.99,4092.22,3643.73,4019.08,542068.0573,2102151850.114585,1238234
1639612800000,2021-12-16,ETHUSDT,4019.54,4113.43,3942.11,3958.11,368780.031,1489983161.888796,848885
1639699200000,2021-12-17,ETHUSDT,3959.11,3994.1,3700.0,3875.42,463370.9225,1789265513.242975,1052871
1639785600000,2021-12-18,ETHUSDT,3875.43,3996.93,3767.01,3959.93,339593.2543,1326617546.276588,740899
1639872000000,2021-12-19,ETHUSDT,3959.93,4032.43,3884.0,3924.14,306006.323,1208752533.5950649,688078
1639958400000,2021-12-20,ETHUSDT,3924.14,3983.37,3753.0,3944.73,366916.4771,1416566980.691001,844070
1640044800000,2021-12-21,ETHUSDT,3944.72,4063.0,3913.21,4014.15,340826.3553,1364232642.488108,799127
1640131200000,2021-12-22,ETHUSDT,4014.41,4074.87,3933.4,3979.51,303191.8076,1215914916.5259368,675826
1640217600000,2021-12-23,ETHUSDT,3979.51,4150.0,3893.23,4111.41,380207.8166,1525274496.506047,911905
1640304000000,2021-12-24,ETHUSDT,4111.41,4134.84,4017.17,4046.36,230741.8072,943327277.447182,593257
1640390400000,2021-12-25,ETHUSDT,4046.35,4137.91,4018.62,4094.83,208126.8805,846912042.129082,515115
1640476800000,2021-12-26,ETHUSDT,4094.36,4105.0,4000.0,4063.56,189309.255,767315615.268866,496076
1640563200000,2021-12-27,ETHUSDT,4063.57,4127.46,4031.0,4037.23,222202.1383,905588409.897739,557284
1640649600000,2021-12-28,ETHUSDT,4037.22,4037.23,3759.36,3792.75,358064.7163,1393962041.501678,846780
1640736000000,2021-12-29,ETHUSDT,3792.75,3827.78,3604.2,3630.19,302753.6375,1136202240.431213,719559
1640822400000,2021-12-30,ETHUSDT,3630.18,3769.1,3585.0,3709.27,249263.7305,921537785.386881,583361
1640908800000,2021-12-31,ETHUSDT,3709.27,3815.0,3622.29,3676.23,268014.2942,1001765030.1381408,617370
1640995200000,2022-01-01,ETHUSDT,3676.22,3776.45,3673.46,3765.54,154143.8968,574718328.452744,408666
1641081600000,2022-01-02,ETHUSDT,3765.54,3857.44,3717.3,3828.27,154791.4263,585374957.73046,450610
1641168000000,2022-01-03,ETHUSDT,3828.11,3853.09,3680.0,3765.89,236245.8586,892944105.5529939,594541
1641254400000,2022-01-04,ETHUSDT,3765.89,3900.73,3713.11,3785.11,288258.5549,1098182607.9257262,676651
1641340800000,2022-01-05,ETHUSDT,3785.1,3848.0,3415.0,3540.63,397942.0363,1464819255.093511,962670
1641427200000,2022-01-06,ETHUSDT,3539.82,3550.43,3300.0,3406.81,496745.7413,1698727637.365026,1006279
1641513600000,2022-01-07,ETHUSDT,3406.81,3416.76,3064.42,3199.24,669631.7262,2149562773.329257,1307591
1641600000000,2022-01-08,ETHUSDT,3198.68,3250.0,3000.0,3080.95,400692.1061,1252795163.486269,814600
1641686400000,2022-01-09,ETHUSDT,3080.98,3211.72,3057.35,3151.97,275874.1643,864505480.881738,591523
1641772800000,2022-01-10,ETHUSDT,3151.97,3185.0,2928.83,3082.68,529818.3866,1616550523.0972009,935157
1641859200000,2022-01-11,ETHUSDT,3082.87,3263.54,3051.8,3239.72,362446.7087,1145852583.62298,668961
1641945600000,2022-01-12,ETHUSDT,3239.73,3411.43,3206.2,3371.26,370465.8015,1226038697.472902,737196
1642032000000,2022-01-13,ETHUSDT,3371.6,3410.0,3233.43,3240.61,336234.8799,1116293607.687924,666486
1642118400000,2022-01-14,ETHUSDT,3240.61,3342.79,3188.0,3307.42,285326.3505,931347172.7628808,572125
1642204800000,2022-01-15,ETHUSDT,3307.42,3371.64,3261.0,3326.04,203100.3778,675484534.6569489,444485
1642291200000,2022-01-16,ETHUSDT,3326.51,3393.6,3269.62,3346.88,210782.2277,701885138.83374,495317
1642377600000,2022-01-17,ETHUSDT,3346.89,3357.57,3141.1,3209.67,284063.6548,922568646.923763,646419
1642464000000,2022-01-18,ETHUSDT,3209.68,3243.87,3082.0,3159.85,299134.2728,943140782.389924,579484
1642550400000,2022-01-19,ETHUSDT,3159.85,3174.87,3000.0,3084.02,332996.5703,1035249881.473593,647383
1642636800000,2022-01-20,ETHUSDT,3084.02,3273.37,2987.15,3001.48,357596.7062,1124982397.8101342,718946
1642723200000,2022-01-21,ETHUSDT,3001.48,3034.12,2403.0,2568.15,1022021.70024,2828122722.883165,1723216
1642809600000,2022-01-22,ETHUSDT,2567.47,2626.0,2300.0,2412.18,1081357.54893,2652383041.9991856,1994513
1642896000000,2022-01-23,ETHUSDT,2412.18,2556.78,2370.8,2539.01,580497.7613,1431696375.6150658,1053655
1642982400000,2022-01-24,ETHUSDT,2539.0,2539.75,2159.0,2439.29,1123134.70389,2592832133.200201,1848889
1643068800000,2022-01-25,ETHUSDT,2439.56,2506.55,2348.96,2458.83,510152.954,1237051148.4309,946366
1643155200000,2022-01-26,ETHUSDT,2459.04,2722.0,2402.03,2462.99,806441.62289,2058599145.3419728,1384921
1643241600000,2022-01-27,ETHUSDT,2463.0,2521.0,2316.43,2424.25,599481.7159,1448742950.4585562,1029204
1643328000000,2022-01-28,ETHUSDT,2424.02,2558.98,2357.88,2544.99,485149.8065,1183543182.408244,884305
1643414400000,2022-01-29,ETHUSDT,2544.99,2636.66,2520.01,2601.43,376666.8246,966725225.782995,656017
1643500800000,2022-01-30,ETHUSDT,2601.43,2640.0,2542.5,2601.68,290770.0859,755039834.5651209,564478
1643587200000,2022-01-31,ETHUSDT,2601.67,2706.77,2476.07,2686.94,444584.851,1154488527.579429,814997
1643673600000,2022-02-01,ETHUSDT,2686.94,2813.0,2673.52,2787.23,390034.27362,1075341490.803359,790343
1643760000000,2022-02-02,ETHUSDT,2787.48,2810.88,2612.72,2680.67,447852.1228,1215958780.122614,819863
1643846400000,2022-02-03,ETHUSDT,2680.25,2726.64,2576.05,2695.46,405043.3931,1068724165.6218232,726013
1643932800000,2022-02-04,ETHUSDT,2695.21,2995.0,2671.4,2994.99,664002.9328,1889746043.715049,1235215
1644019200000,2022-02-05,ETHUSDT,2994.99,3060.47,2958.01,3012.65,356803.3071,1073972573.3486729,730502
1644105600000,2022-02-06,ETHUSDT,3012.64,3074.56,2950.21,3054.99,249394.5966,749957614.968609,522276
1644192000000,2022-02-07,ETHUSDT,3055.0,3186.0,2991.8,3139.77,455070.2529,1410603197.756882,898923
1644278400000,2022-02-08,ETHUSDT,3139.77,3232.87,3025.21,3116.69,514773.5837,1602652876.881495,910882
1644364800000,2022-02-09,ETHUSDT,3116.69,3269.7,3055.0,3243.94,370267.8913,1171445663.9642222,738015
1644451200000,2022-02-10,ETHUSDT,3243.6,3283.66,3056.74,3072.49,578212.8383,1839815885.635639,1039160
1644537600000,2022-02-11,ETHUSDT,3072.36,3138.62,2879.0,2927.54,462025.8751,1404238408.5178418,912879
1644624000000,2022-02-12,ETHUSDT,2927.54,2985.98,2858.3,2918.88,336250.3131,981432045.703354,608416
1644710400000,2022-02-13,ETHUSDT,2918.58,2954.4,2836.7,2871.13,242751.3547,705260941.483037,444540
1644796800000,2022-02-14,ETHUSDT,2871.14,2964.97,2829.01,2929.75,381778.238,1107566192.889658,607853
1644883200000,2022-02-15,ETHUSDT,2929.75,3196.19,2912.06,3183.52,448971.754,1381094746.2108111,795924
1644969600000,2022-02-16,ETHUSDT,3183.53,3186.77,3044.03,3122.3,319997.6244,999219896.168787,633447
1645056000000,2022-02-17,ETHUSDT,3122.31,3160.0,2851.55,2891.87,488693.2624,1467352492.887897,840552
1645142400000,2022-02-18,ETHUSDT,2891.88,2943.97,2750.0,2779.48,502977.4069,1428246802.953186,742459
1645228800000,2022-02-19,ETHUSDT,2779.3,2830.96,2694.45,2763.63,293838.0025,812399991.5545299,474447
1645315200000,2022-02-20,ETHUSDT,2763.63,2764.64,2576.0,2621.99,386384.904,1023095361.857724,615990
1645401600000,2022-02-21,ETHUSDT,2621.99,2759.51,2558.0,2568.02,761838.9858,2030019705.1472368,1116485
1645488000000,2022-02-22,ETHUSDT,2568.03,2665.74,2500.0,2636.29,692639.4942,1787436157.6082668,1047915
1645574400000,2022-02-23,ETHUSDT,2636.28,2753.55,2575.83,2579.71,504470.1412,1347740672.085344,839481
1645660800000,2022-02-24,ETHUSDT,2579.7,2740.0,2300.0,2596.2,1395732.7753,3417715584.1870246,1774038
1645747200000,2022-02-25,ETHUSDT,2596.26,2834.97,2571.72,2768.49,679394.1762,1818778014.6036112,1102014
1645833600000,2022-02-26,ETHUSDT,2768.05,2878.0,2727.5,2779.47,418485.2529,1169315477.8095,781683
1645920000000,2022-02-27,ETHUSDT,2779.47,2836.33,2557.98,2616.79,650198.7785,1757950720.803781,1149184
1646006400000,2022-02-28,ETHUSDT,2616.79,2951.6,2568.62,2920.95,733794.4488,2004492152.838274,1203874
1646092800000,2022-03-01,ETHUSDT,2920.83,3037.94,2854.09,2976.33,673901.6976,1983738648.0916271,1237486
1646179200000,2022-03-02,ETHUSDT,2976.33,3043.91,2914.21,2947.3,614623.7461,1828572588.461256,1050193
1646265600000,2022-03-03,ETHUSDT,2947.31,2970.97,2785.0,2833.99,446192.2353,1282099960.458349,770738
1646352000000,2022-03-04,ETHUSDT,2834.0,2836.17,2573.0,2622.1,556178.7588,1499282207.4827938,934846
1646438400000,2022-03-05,ETHUSDT,2622.11,2685.12,2589.38,2665.15,268730.3036,709708518.862464,531829
1646524800000,2022-03-06,ETHUSDT,2665.16,2676.29,2535.0,2551.29,336487.9099,881200532.285509,528787
1646611200000,2022-03-07,ETHUSDT,2551.3,2649.0,2445.0,2491.12,620171.6787,1575658962.1356418,870430
1646697600000,2022-03-08,ETHUSDT,2491.12,2624.0,2480.15,2575.97,561659.7421,1438848034.008704,812094
1646784000000,2022-03-09,ETHUSDT,2575.98,2775.85,2567.7,2726.98,562771.7403,1524779168.022153,840331
1646870400000,2022-03-10,ETHUSDT,2726.98,2733.25,2550.27,2606.7,559029.9377,1460470256.475736,740676
1646956800000,2022-03-11,ETHUSDT,2606.69,2676.78,2522.57,2556.86,494583.6568,1281060913.835518,684407
1647043200000,2022-03-12,ETHUSDT,2556.86,2616.79,2553.39,2568.8,219236.5711,567134036.896676,327122
1647129600000,2022-03-13,ETHUSDT,2568.8,2603.32,2493.0,2515.65,316942.1601,811775081.5579939,444352
1647216000000,2022-03-14,ETHUSDT,2515.66,2609.6,2498.67,2589.41,386630.1912,991479973.091494,609122
1647302400000,2022-03-15,ETHUSDT,2589.42,2669.0,2507.0,2617.73,461202.3014,1189436494.535537,686797
1647388800000,2022-03-16,ETHUSDT,2617.74,2788.0,2603.38,2773.81,666224.7217,1792497068.36131,1055171
1647475200000,2022-03-17,ETHUSDT,2773.8,2836.0,2746.42,2811.92,379312.541,1058301299.033757,597885
1647561600000,2022-03-18,ETHUSDT,2811.91,2984.0,2765.59,2938.92,556535.7966,1590887965.7613502,794774
1647648000000,2022-03-19,ETHUSDT,2938.84,2987.7,2890.86,2950.84,325971.5398,961244629.511118,556406
1647734400000,2022-03-20,ETHUSDT,2950.85,2964.17,2817.21,2861.38,377608.8214,1089196046.052685,651827
1647820800000,2022-03-21,ETHUSDT,2861.39,2960.57,2829.81,2890.03,450223.9073,1305282353.585495,690648
1647907200000,2022-03-22,ETHUSDT,2890.03,3052.85,2886.43,2969.64,564868.9839,1692559175.066055,920670
1647993600000,2022-03-23,ETHUSDT,2969.64,3045.2,2920.65,3036.0,453962.7298,1350911495.416662,813052
1648080000000,2022-03-24,ETHUSDT,3035.99,3129.11,2999.11,3110.76,577171.5239,1768485489.446136,853822
1648166400000,2022-03-25,ETHUSDT,3110.75,3193.28,3076.0,3102.14,489099.5572,1532535177.9170525,745999
1648252800000,2022-03-26,ETHUSDT,3102.13,3153.2,3084.9,3145.0,207134.847,646551585.682247,403089
1648339200000,2022-03-27,ETHUSDT,3145.01,3299.37,3126.02,3295.65,335467.4145,1072163952.322084,645675
1648425600000,2022-03-28,ETHUSDT,3295.65,3431.15,3275.01,3332.92,527237.1133,1766636914.051384,964079
1648512000000,2022-03-29,ETHUSDT,3332.91,3481.87,3329.68,3400.51,465899.8226,1590016971.388558,884317
1648598400000,2022-03-30,ETHUSDT,3400.51,3446.9,3331.84,3385.79,356082.5231,1206555998.567904,675015
1648684800000,2022-03-31,ETHUSDT,3385.8,3444.83,3261.35,3281.51,455091.2395,1526047563.602515,770564
1648771200000,2022-04-01,ETHUSDT,3281.51,3481.29,3210.68,3455.21,532169.2392,1780259682.532936,883079
1648857600000,2022-04-02,ETHUSDT,3455.2,3532.2,3433.14,3443.77,499893.29,1740311567.806437,763785
1648944000000,2022-04-03,ETHUSDT,3443.77,3580.34,3412.11,3521.91,381581.7683,1334671716.892238,619758
1649030400000,2022-04-04,ETHUSDT,3521.9,3547.0,3405.97,3519.5,449984.1586,1564866359.686716,810677
1649116800000,2022-04-05,ETHUSDT,3519.5,3555.0,3400.0,3406.99,397782.7437,1383264215.874245,674184
1649203200000,2022-04-06,ETHUSDT,3407.0,3407.5,3162.39,3168.51,736273.1047,2411228209.9869847,1098773
1649289600000,2022-04-07,ETHUSDT,3168.52,3268.98,3143.15,3227.19,458179.3272,1470465124.58207,706382
1649376000000,2022-04-08,ETHUSDT,3227.2,3314.02,3173.52,3192.39,502422.5048,1634901495.6453218,810752
1649462400000,2022-04-09,ETHUSDT,3192.39,3268.4,3181.28,3258.57,212444.2566,683630508.1590351,386154
1649548800000,2022-04-10,ETHUSDT,3258.57,3307.22,3193.0,3203.04,232303.2326,756032282.614135,439811
1649635200000,2022-04-11,ETHUSDT,3203.04,3213.63,2950.0,2979.74,693394.2912,2127486125.62208,969832
1649721600000,2022-04-12,ETHUSDT,2979.75,3085.0,2950.0,3027.66,579522.9505,1750871209.720005,742214
1649808000000,2022-04-13,ETHUSDT,3027.65,3128.97,2996.86,3118.28,419101.494,1285303924.978813,623328
1649894400000,2022-04-14,ETHUSDT,3118.28,3145.0,2976.3,3021.98,408382.5572,1249759777.271426,540399
1649980800000,2022-04-15,ETHUSDT,3021.98,3060.92,2993.13,3040.56,249626.2981,755644733.7342659,388136
1650067200000,2022-04-16,ETHUSDT,3040.57,3086.1,3010.03,3059.3,176352.4165,536234354.297344,298000
1650153600000,2022-04-17,ETHUSDT,3059.3,3083.0,2981.7,2988.06,243772.074,742151590.621933,389959
1650240000000,2022-04-18,ETHUSDT,2988.07,3069.6,2883.22,3055.56,510251.6536,1508168472.867298,703622
1650326400000,2022-04-19,ETHUSDT,3055.56,3131.0,3030.34,3101.77,359375.0038,1106468538.117098,521060
1650412800000,2022-04-20,ETHUSDT,3101.74,3166.5,3036.45,3076.04,415000.0685,1285353922.303612,571292
1650499200000,2022-04-21,ETHUSDT,3076.03,3180.0,2942.31,2983.58,562699.697,1736496193.473973,719659
1650585600000,2022-04-22,ETHUSDT,2983.57,3034.32,2930.35,2962.39,452433.082,1350044345.250315,604084
1650672000000,2022-04-23,ETHUSDT,2962.39,2978.03,2913.89,2933.03,187576.7324,554261385.85153,348435
1650758400000,2022-04-24,ETHUSDT,2933.04,2967.06,2912.09,2921.0,218957.0222,643702920.89106,354013
1650844800000,2022-04-25,ETHUSDT,2920.99,3025.65,2797.01,3006.62,619198.3616,1789151245.6765049,804935
1650931200000,2022-04-26,ETHUSDT,3006.63,3039.54,2767.0,2809.67,531184.3504,1544470478.04639,775652
1651017600000,2022-04-27,ETHUSDT,2809.68,2919.87,2794.46,2888.96,488951.2416,1401317315.552324,669916
1651104000000,2022-04-28,ETHUSDT,2888.95,2980.0,2853.83,2936.93,537392.9978,1567476627.9086828,736818
1651190400000,2022-04-29,ETHUSDT,2936.92,2946.46,2776.63,2817.13,525978.147,1503869186.333024,678273
1651276800000,2022-04-30,ETHUSDT,2817.13,2841.63,2709.26,2726.66,367757.2469,1028113961.632706,577285
1651363200000,2022-05-01,ETHUSDT,2726.67,2849.9,2716.13,2824.81,442544.8792,1230927404.406151,539462
1651449600000,2022-05-02,ETHUSDT,2824.81,2894.22,2778.78,2856.54,521706.8567,1476062750.216177,625431
1651536000000,2022-05-03,ETHUSDT,2856.54,2861.47,2755.19,2781.7,371331.1796,1046307600.938906,490176
1651622400000,2022-05-04,ETHUSDT,2781.7,2965.85,2771.74,2940.64,548738.0668,1572901182.250391,742950
1651708800000,2022-05-05,ETHUSDT,2940.65,2954.65,2683.0,2747.97,734845.3194,2055752498.216567,935371
1651795200000,2022-05-06,ETHUSDT,2747.96,2758.18,2632.95,2692.85,711449.3234,1918267933.165302,813458
1651881600000,2022-05-07,ETHUSDT,2692.86,2704.36,2584.75,2635.34,371271.4532,987464053.430564,505005
1651968000000,2022-05-08,ETHUSDT,2635.35,2642.0,2484.0,2519.71,757615.3415,1930282594.6590688,867730
1652054400000,2022-05-09,ETHUSDT,2519.71,2530.78,2225.0,2228.55,1574924.9793,3725676633.1362967,1758980
1652140800000,2022-05-10,ETHUSDT,2229.0,2457.34,2200.0,2342.05,1550626.1387,3650912006.062748,1851225
1652227200000,2022-05-11,ETHUSDT,2342.04,2451.37,2005.0,2084.99,2022864.83806,4605757119.998099,2825340
1652313600000,2022-05-12,ETHUSDT,2084.99,2195.0,1800.0,1960.22,2305192.90836,4485518775.573885,2958830
1652400000000,2022-05-13,ETHUSDT,1960.22,2147.54,1940.23,2009.69,1134042.3387,2355144482.314068,1380079
1652486400000,2022-05-14,ETHUSDT,2009.69,2070.06,1951.21,2056.48,563788.3078,1136170835.745817,794510
1652572800000,2022-05-15,ETHUSDT,2056.47,2167.0,2000.68,2145.29,514398.2587,1067795595.552432,677163
1652659200000,2022-05-16,ETHUSDT,2145.29,2145.29,1979.12,2023.66,822070.8531,1672324751.612644,1046115
1652745600000,2022-05-17,ETHUSDT,2023.66,2122.42,2008.0,2090.72,568249.0448,1175068276.038261,820184
1652832000000,2022-05-18,ETHUSDT,2090.72,2110.72,1908.0,1915.11,631577.2341,1262292139.414203,803676
1652918400000,2022-05-19,ETHUSDT,1915.11,2040.39,1903.18,2019.55,741476.9794,1461787984.391026,946509
1653004800000,2022-05-20,ETHUSDT,2019.55,2064.0,1923.0,1959.08,576981.5371,1151839844.6079671,840589
1653091200000,2022-05-21,ETHUSDT,1959.08,1990.86,1937.36,1975.07,238869.7632,470714672.584742,417873
1653177600000,2022-05-22,ETHUSDT,1975.06,2056.41,1966.33,2043.19,355735.1927,715445185.6278391,540257
1653264000000,2022-05-23,ETHUSDT,2043.19,2088.5,1957.12,1973.32,636085.0224,1296599784.113311,809254
1653350400000,2022-05-24,ETHUSDT,1973.33,1993.83,1913.02,1979.41,534096.972,1047864199.932369,598082
1653436800000,2022-05-25,ETHUSDT,1979.4,2022.34,1934.61,1942.63,524786.3091,1034922798.4226848,600224
1653523200000,2022-05-26,ETHUSDT,1942.64,1966.01,1735.0,1792.23,1168740.57514,2157585473.515414,1124028
1653609600000,2022-05-27,ETHUSDT,1792.24,1822.26,1703.0,1727.27,1296693.28537,2284866824.037575,1226454
1653696000000,2022-05-28,ETHUSDT,1727.26,1808.98,1722.26,1792.22,558271.1818,988074924.5510888,645423
1653782400000,2022-05-29,ETHUSDT,1792.21,1827.4,1759.96,1813.64,432430.611,776046677.0579289,447003
1653868800000,2022-05-30,ETHUSDT,1813.64,2013.0,1803.18,1998.78,814922.8359,1557925971.047644,848129
1653955200000,2022-05-31,ETHUSDT,1998.78,2016.45,1925.0,1941.9,751103.4226,1477853073.7677538,791367
1654041600000,2022-06-01,ETHUSDT,1941.9,1972.58,1763.75,1817.95,1037841.2706,1954005475.2304208,973159
1654128000000,2022-06-02,ETHUSDT,1817.96,1853.05,1782.42,1834.08,788784.4017,1434781730.184754,793304
1654214400000,2022-06-03,ETHUSDT,1834.09,1843.91,1737.0,1775.12,741282.5346,1319239612.462907,807046
1654300800000,2022-06-04,ETHUSDT,1775.13,1816.0,1748.43,1804.58,388279.4579,689062742.981284,402734
1654387200000,2022-06-05,ETHUSDT,1804.58,1830.17,1773.05,1806.23,371974.5061,670583716.9563911,403935
1654473600000,2022-06-06,ETHUSDT,1806.22,1920.0,1804.35,1859.84,804250.3567,1509754495.64725,817039
1654560000000,2022-06-07,ETHUSDT,1859.84,1874.98,1725.13,1813.33,1397598.2288,2491786694.534087,1225296
1654646400000,2022-06-08,ETHUSDT,1813.33,1838.77,1765.28,1791.88,941510.1373,1696874614.3843482,820627
1654732800000,2022-06-09,ETHUSDT,1791.88,1833.0,1777.33,1788.81,535310.9618,963245550.8431592,528098
1654819200000,2022-06-10,ETHUSDT,1788.8,1804.32,1655.93,1662.91,955035.79239,1648304410.4463153,990969
1654905600000,2022-06-11,ETHUSDT,1662.91,1682.21,1496.74,1532.89,1220325.2542,1914818053.8337584,1030360
1654992000000,2022-06-12,ETHUSDT,1532.89,1547.0,1423.0,1434.84,1563225.37018,2311178755.269472,1192382
1655078400000,2022-06-13,ETHUSDT,1434.84,1455.0,1165.45,1209.82,3626351.66536,4611744120.817471,3047112
1655164800000,2022-06-14,ETHUSDT,1209.35,1268.45,1075.8,1208.9,2716493.80131,3217818700.124193,2225812
1655251200000,2022-06-15,ETHUSDT,1208.9,1250.0,1014.4,1237.52,3114823.13621,3493040697.137657,2868796
1655337600000,2022-06-16,ETHUSDT,1237.53,1257.85,1051.55,1068.5,1447386.8304,1649596819.734239,1443117
1655424000000,2022-06-17,ETHUSDT,1068.5,1118.0,1051.11,1086.94,1220677.9491,1329091114.650089,1118997
1655510400000,2022-06-18,ETHUSDT,1086.93,1097.58,881.56,995.13,2308983.5187,2263399396.7537208,1911260
1655596800000,2022-06-19,ETHUSDT,995.12,1158.62,936.15,1128.53,2018599.4499,2092850317.9513967,1796154
1655683200000,2022-06-20,ETHUSDT,1128.53,1170.0,1053.0,1128.24,1721772.9132,1910020862.813687,1585055
1655769600000,2022-06-21,ETHUSDT,1128.24,1194.0,1109.23,1125.85,1306095.3757,1500605189.5725389,1295971
1655856000000,2022-06-22,ETHUSDT,1125.86,1127.33,1043.65,1050.19,1306959.8593,1420433701.91995,1132300
1655942400000,2022-06-23,ETHUSDT,1050.19,1155.0,1045.3,1144.72,1278257.0899,1415452039.241517,1031001
1656028800000,2022-06-24,ETHUSDT,1144.71,1245.43,1132.0,1225.02,1337137.483,1589113478.228719,1232149
1656115200000,2022-06-25,ETHUSDT,1225.02,1256.77,1180.0,1242.36,861986.6177,1048516642.219459,824872
1656201600000,2022-06-26,ETHUSDT,1242.31,1280.0,1194.6,1197.79,884184.273,1094067725.453475,812743
1656288000000,2022-06-27,ETHUSDT,1197.79,1238.93,1172.49,1192.51,868734.2061,1047407117.877672,794157
1656374400000,2022-06-28,ETHUSDT,1192.51,1237.99,1136.32,1144.05,1104065.2211,1314982778.267405,952584
1656460800000,2022-06-29,ETHUSDT,1144.05,1156.8,1087.42,1100.21,1295517.796,1449586742.872254,1145867
