Unix,Date,Symbol,Open,High,Low,Close,Volume XRP,Volume USDT,tradecount
1636502400000,2021-11-10,XRPUSDT,1.2572,1.3493,1.1174,1.1902,932520826.0,1175404692.7939,1912107
1636588800000,2021-11-11,XRPUSDT,1.1902,1.2544,1.1764,1.2142,475284132.0,577096707.3746,805740
1636675200000,2021-11-12,XRPUSDT,1.2142,1.2332,1.1542,1.1883,446863355.0,531437316.5595,641731
1636761600000,2021-11-13,XRPUSDT,1.1884,1.2039,1.167,1.1892,240083101.0,284873053.1299,353269
1636848000000,2021-11-14,XRPUSDT,1.1894,1.1995,1.1675,1.1879,192023307.0,227345320.609,295787
1636934400000,2021-11-15,XRPUSDT,1.1879,1.2198,1.1651,1.172,266793400.0,319547494.8597,410956
1637020800000,2021-11-16,XRPUSDT,1.172,1.1721,1.0418,1.0877,599544174.0,662858882.2038,853020
1637107200000,2021-11-17,XRPUSDT,1.0877,1.113,1.0588,1.0953,383487232.0,416331389.1518,503502
1637193600000,2021-11-18,XRPUSDT,1.0953,1.17,1.015,1.0406,698664651.0,762250060.677,965158
1637280000000,2021-11-19,XRPUSDT,1.0406,1.103,1.0174,1.0892,349087574.0,370490515.5623,481533
1637366400000,2021-11-20,XRPUSDT,1.0892,1.1015,1.0594,1.0965,251779916.0,273011333.8425,388598
1637452800000,2021-11-21,XRPUSDT,1.0965,1.0974,1.0544,1.0569,228064131.0,245324674.6924,343512
1637539200000,2021-11-22,XRPUSDT,1.0571,1.071,1.0251,1.0354,307140428.0,320708762.399,456389
1637625600000,2021-11-23,XRPUSDT,1.0354,1.0715,1.0192,1.0661,341407597.0,357152586.7084,445652
1637712000000,2021-11-24,XRPUSDT,1.0662,1.0735,1.0068,1.0326,344750680.0,356216660.773,439717
1637798400000,2021-11-25,XRPUSDT,1.0325,1.0647,1.0215,1.0438,312211526.0,325685350.5721,428975
1637884800000,2021-11-26,XRPUSDT,1.0439,1.0467,0.9108,0.9394,659982617.0,635807297.3388,818224
1637971200000,2021-11-27,XRPUSDT,0.9392,0.9656,0.9336,0.9452,224846313.0,214040812.9727,285945
1638057600000,2021-11-28,XRPUSDT,0.9453,0.9692,0.8825,0.9687,336336729.0,310943922.6142,432672
1638144000000,2021-11-29,XRPUSDT,0.9687,1.0019,0.9631,0.9898,303393405.0,297699683.6272,419716
1638230400000,2021-11-30,XRPUSDT,0.9899,1.0304,0.97,0.9983,340017409.0,339684740.1831,507111
1638316800000,2021-12-01,XRPUSDT,0.9984,1.0173,0.9799,0.9899,250291608.0,250962192.9921,329435
1638403200000,2021-12-02,XRPUSDT,0.9898,0.9901,0.9545,0.9716,213172250.0,207549885.5161,308304
1638489600000,2021-12-03,XRPUSDT,0.9715,0.9838,0.89,0.9211,297172193.0,282383779.9832,429873
1638576000000,2021-12-04,XRPUSDT,0.9211,0.9245,0.6,0.8449,1357965897.04,1041408385.914634,1465086
1638662400000,2021-12-05,XRPUSDT,0.8452,0.862,0.769,0.8045,518767360.0,420563233.4764,675094
1638748800000,2021-12-06,XRPUSDT,0.8045,0.8303,0.7485,0.8255,508644255.0,398532303.1907,580484
1638835200000,2021-12-07,XRPUSDT,0.8256,0.8467,0.8042,0.8154,319504545.0,264723351.7763,376292
1638921600000,2021-12-08,XRPUSDT,0.8154,0.8844,0.8026,0.8622,415004580.0,349152928.9331,506377
1639008000000,2021-12-09,XRPUSDT,0.8623,0.9361,0.8319,0.8583,684730305.0,605671793.4532,876270
1639094400000,2021-12-10,XRPUSDT,0.8583,0.8829,0.7914,0.7992,496512579.0,416778024.2323,594580
1639180800000,2021-12-11,XRPUSDT,0.7992,0.8445,0.7844,0.8392,284945414.0,234938185.3594,445769
1639267200000,2021-12-12,XRPUSDT,0.8391,0.8572,0.8088,0.8393,224450903.0,186434002.2961,433672
1639353600000,2021-12-13,XRPUSDT,0.8394,0.8444,0.7601,0.7818,378446930.0,303448083.6711,453192
1639440000000,2021-12-14,XRPUSDT,0.782,0.8214,0.7717,0.8103,352693472.0,280765038.7079,436376
1639526400000,2021-12-15,XRPUSDT,0.8102,0.84,0.777,0.8262,354116180.0,286906700.2117,436330
1639612800000,2021-12-16,XRPUSDT,0.8262,0.8364,0.8028,0.8051,206133176.0,169655788.8523,263603
1639699200000,2021-12-17,XRPUSDT,0.8053,0.8322,0.7754,0.7966,260108143.0,208935917.9435,331215
1639785600000,2021-12-18,XRPUSDT,0.7967,0.8347,0.791,0.8262,170671362.0,139512176.9931,237029
1639872000000,2021-12-19,XRPUSDT,0.8263,0.8485,0.819,0.835,163876270.0,136403589.8845,238026
1639958400000,2021-12-20,XRPUSDT,0.835,0.915,0.8241,0.8798,555435824.0,482473462.1703,717607
1640044800000,2021-12-21,XRPUSDT,0.8799,0.961,0.8527,0.9467,471318013.0,423894867.7381,626112
1640131200000,2021-12-22,XRPUSDT,0.9466,0.9738,0.923,0.9537,401407051.0,382128111.3491,628940
1640217600000,2021-12-23,XRPUSDT,0.9538,1.0167,0.9372,0.9941,479436230.0,472937211.2679,732032
1640304000000,2021-12-24,XRPUSDT,0.9941,0.9966,0.8964,0.9115,567100982.0,537573076.2282,786758
1640390400000,2021-12-25,XRPUSDT,0.9114,0.935,0.8981,0.9252,250074945.0,230230296.371,379781
1640476800000,2021-12-26,XRPUSDT,0.9252,0.9334,0.9052,0.92,163438501.0,149939963.3385,258963
1640563200000,2021-12-27,XRPUSDT,0.92,0.956,0.9141,0.9269,236262595.0,220073798.5184,337665
1640649600000,2021-12-28,XRPUSDT,0.9269,0.9269,0.8456,0.8515,321266081.0,283419211.7008,410901
1640736000000,2021-12-29,XRPUSDT,0.8516,0.8645,0.81,0.8171,306520880.0,257232945.2212,347814
1640822400000,2021-12-30,XRPUSDT,0.8172,0.86,0.802,0.8386,262671659.0,219272099.3347,305744
1640908800000,2021-12-31,XRPUSDT,0.8385,0.8545,0.8025,0.8297,239829934.0,200227347.4595,284049
1640995200000,2022-01-01,XRPUSDT,0.8298,0.8557,0.8297,0.8507,136976730.0,115507460.3752,178238
1641081600000,2022-01-02,XRPUSDT,0.8508,0.8667,0.8372,0.8586,129688032.0,110265575.8458,176940
1641168000000,2022-01-03,XRPUSDT,0.8586,0.8587,0.8213,0.8324,178618617.0,149876148.1059,232484
1641254400000,2022-01-04,XRPUSDT,0.8324,0.8456,0.7794,0.8228,214415744.0,177691936.9922,270966
1641340800000,2022-01-05,XRPUSDT,0.8227,0.8372,0.7092,0.7726,370612510.0,294783762.2987,482373
1641427200000,2022-01-06,XRPUSDT,0.7725,0.7909,0.7377,0.7791,307202277.0,234402002.0906,415169
1641513600000,2022-01-07,XRPUSDT,0.779,0.7808,0.7287,0.7634,372926762.0,281919749.2178,511973
1641600000000,2022-01-08,XRPUSDT,0.7634,0.7768,0.7222,0.7452,253028571.0,190213053.8015,347309
1641686400000,2022-01-09,XRPUSDT,0.7452,0.7667,0.7381,0.753,151521399.0,113888420.5369,211515
1641772800000,2022-01-10,XRPUSDT,0.753,0.7589,0.6967,0.7399,313080154.0,228730493.4738,359880
1641859200000,2022-01-11,XRPUSDT,0.7399,0.7768,0.7306,0.7703,254065075.0,190447525.4492,285391
1641945600000,2022-01-12,XRPUSDT,0.7702,0.816,0.757,0.7987,295701910.0,231115520.7739,330205
1642032000000,2022-01-13,XRPUSDT,0.7986,0.8024,0.7604,0.768,227833834.0,178544935.2266,247605
1642118400000,2022-01-14,XRPUSDT,0.7677,0.8,0.7513,0.7732,221104212.0,170797410.1373,242416
1642204800000,2022-01-15,XRPUSDT,0.7733,0.79,0.768,0.7791,138443019.0,107785186.2676,159163
1642291200000,2022-01-16,XRPUSDT,0.7791,0.7884,0.768,0.7784,125068081.0,97287674.5834,157210
1642377600000,2022-01-17,XRPUSDT,0.7785,0.7805,0.7498,0.7617,181653025.0,138537212.0576,205250
1642464000000,2022-01-18,XRPUSDT,0.7616,0.7686,0.7352,0.7509,188367099.0,141172279.38,209700
1642550400000,2022-01-19,XRPUSDT,0.751,0.7533,0.7231,0.7381,190555142.0,140704196.393,214504
1642636800000,2022-01-20,XRPUSDT,0.7381,0.7622,0.7161,0.7199,205931050.0,153121537.0821,218718
1642723200000,2022-01-21,XRPUSDT,0.7199,0.7285,0.6112,0.6368,612944841.0,410698993.8904,579921
1642809600000,2022-01-22,XRPUSDT,0.6368,0.6542,0.5489,0.5966,769947907.12,460971551.623324,714427
1642896000000,2022-01-23,XRPUSDT,0.5966,0.6352,0.59,0.6283,331234207.0,202062551.6478,347609
1642982400000,2022-01-24,XRPUSDT,0.6284,0.6286,0.5524,0.6118,513343471.0,300019737.6239,520142
1643068800000,2022-01-25,XRPUSDT,0.6118,0.6243,0.5872,0.618,319618429.0,192980719.1092,298398
1643155200000,2022-01-26,XRPUSDT,0.6178,0.6586,0.6047,0.6193,466864710.0,293046543.4372,425965
1643241600000,2022-01-27,XRPUSDT,0.6193,0.6247,0.5893,0.6088,292543906.0,176630359.0127,264351
1643328000000,2022-01-28,XRPUSDT,0.6089,0.614,0.5916,0.6111,221009653.0,133208703.7599,215447
1643414400000,2022-01-29,XRPUSDT,0.6112,0.6255,0.6083,0.6174,154572094.0,95192596.384,157630
1643500800000,2022-01-30,XRPUSDT,0.6175,0.6232,0.5973,0.6013,146491081.0,89634415.7316,155232
1643587200000,2022-01-31,XRPUSDT,0.6012,0.6242,0.5803,0.6174,213749309.0,127444698.1901,202749
1643673600000,2022-02-01,XRPUSDT,0.6174,0.6308,0.6107,0.6284,174300620.0,108325641.3791,179180
1643760000000,2022-02-02,XRPUSDT,0.6284,0.6314,0.5955,0.6006,186608762.0,114856317.4968,195159
1643846400000,2022-02-03,XRPUSDT,0.6006,0.6116,0.5886,0.6102,168129675.0,100903909.1622,166019
1643932800000,2022-02-04,XRPUSDT,0.6101,0.6589,0.6044,0.6555,263927174.0,164697317.0547,234991
1644019200000,2022-02-05,XRPUSDT,0.6557,0.6869,0.65,0.6656,310296779.0,207432932.9309,296990
1644105600000,2022-02-06,XRPUSDT,0.6656,0.688,0.6589,0.6825,157303166.0,105499040.7399,163540
1644192000000,2022-02-07,XRPUSDT,0.6825,0.839,0.6712,0.8314,640917209.0,491875684.7933,773279
1644278400000,2022-02-08,XRPUSDT,0.8314,0.9142,0.8034,0.8763,1048879447.0,896908628.4032,1336231
1644364800000,2022-02-09,XRPUSDT,0.8763,0.9168,0.8413,0.8697,626331950.0,549165655.7157,803724
1644451200000,2022-02-10,XRPUSDT,0.8699,0.8975,0.821,0.8253,495010890.0,427414739.417,540824
1644537600000,2022-02-11,XRPUSDT,0.8253,0.8339,0.75,0.7591,482432190.0,388566707.0626,519699
1644624000000,2022-02-12,XRPUSDT,0.759,0.8532,0.7465,0.8223,477906804.0,383669503.4621,526512
1644710400000,2022-02-13,XRPUSDT,0.8223,0.8476,0.792,0.8057,351589704.0,288439676.8539,411195
1644796800000,2022-02-14,XRPUSDT,0.8057,0.8127,0.7791,0.8012,304006647.0,241701354.4564,298362
1644883200000,2022-02-15,XRPUSDT,0.8012,0.8599,0.7961,0.8515,279317316.0,231323680.2361,292838
1644969600000,2022-02-16,XRPUSDT,0.8514,0.8532,0.8086,0.8366,252745706.0,210175363.6046,272890
1645056000000,2022-02-17,XRPUSDT,0.8367,0.8448,0.7535,0.769,375190546.0,300624314.1474,377795
1645142400000,2022-02-18,XRPUSDT,0.7689,0.8055,0.756,0.784,417945743.0,326120877.6789,423084
1645228800000,2022-02-19,XRPUSDT,0.7841,0.8547,0.7696,0.8215,492929500.0,400613754.2186,594162
1645315200000,2022-02-20,XRPUSDT,0.8215,0.8234,0.7643,0.7769,495454770.0,391269443.4318,521656
1645401600000,2022-02-21,XRPUSDT,0.7769,0.802,0.6953,0.7018,621650777.0,474629850.5165,558755
1645488000000,2022-02-22,XRPUSDT,0.7018,0.7266,0.6686,0.7209,597541290.0,417027236.6289,503146
1645574400000,2022-02-23,XRPUSDT,0.7209,0.7441,0.6924,0.6967,438023003.0,315158238.6433,352974
1645660800000,2022-02-24,XRPUSDT,0.6967,0.7226,0.6215,0.6963,986343826.0,649336702.1989,776546
1645747200000,2022-02-25,XRPUSDT,0.6962,0.7807,0.6826,0.7699,557343038.0,397739663.4322,483216
1645833600000,2022-02-26,XRPUSDT,0.7698,0.7955,0.7403,0.7508,520451349.0,398290215.7972,518766
1645920000000,2022-02-27,XRPUSDT,0.7508,0.7677,0.7032,0.7215,441252224.0,324122751.3269,380063
1646006400000,2022-02-28,XRPUSDT,0.7216,0.7938,0.7075,0.7809,444617964.0,331004684.9104,411864
1646092800000,2022-03-01,XRPUSDT,0.7809,0.8039,0.7574,0.7839,392126769.0,305309246.7925,396934
1646179200000,2022-03-02,XRPUSDT,0.784,0.7848,0.7562,0.7687,377602100.0,290891663.0599,306050
1646265600000,2022-03-03,XRPUSDT,0.7688,0.7897,0.7336,0.7515,339295156.0,257664904.5485,298359
1646352000000,2022-03-04,XRPUSDT,0.7514,0.755,0.6942,0.7127,382831997.0,279450790.8482,325418
1646438400000,2022-03-05,XRPUSDT,0.7127,0.7693,0.7049,0.754,358200609.0,265951379.1469,360890
1646524800000,2022-03-06,XRPUSDT,0.7539,0.7589,0.7211,0.7251,304732286.0,225032012.6074,275079
1646611200000,2022-03-07,XRPUSDT,0.7252,0.7544,0.7033,0.7197,496407111.0,363052083.9685,413298
1646697600000,2022-03-08,XRPUSDT,0.7196,0.7313,0.7135,0.7207,293749434.0,212291889.8845,231723
1646784000000,2022-03-09,XRPUSDT,0.7208,0.775,0.7199,0.7658,397032109.0,298577935.7299,342087
1646870400000,2022-03-10,XRPUSDT,0.7659,0.7797,0.7215,0.7361,397850898.0,294933673.0231,350437
1646956800000,2022-03-11,XRPUSDT,0.7361,0.814,0.725,0.8029,526984782.0,402055677.0288,515649
1647043200000,2022-03-12,XRPUSDT,0.8028,0.849,0.7783,0.7857,589059126.0,474559889.9224,662771
1647129600000,2022-03-13,XRPUSDT,0.7857,0.8057,0.7508,0.7602,311279578.0,244669480.0742,304239
1647216000000,2022-03-14,XRPUSDT,0.7602,0.7779,0.745,0.7748,326606464.0,249607534.8329,277062
1647302400000,2022-03-15,XRPUSDT,0.7747,0.7768,0.7413,0.7657,243756136.0,185554830.1951,224551
1647388800000,2022-03-16,XRPUSDT,0.7658,0.7945,0.7569,0.7919,350641035.0,270905161.1004,338101
1647475200000,2022-03-17,XRPUSDT,0.7919,0.802,0.783,0.7935,264101320.0,209115111.7325,239087
1647561600000,2022-03-18,XRPUSDT,0.7936,0.8007,0.7762,0.7965,222661984.0,175564924.199,202346
1647648000000,2022-03-19,XRPUSDT,0.7964,0.8268,0.7915,0.8194,248947590.0,202388188.4208,265739
1647734400000,2022-03-20,XRPUSDT,0.8195,0.822,0.795,0.8057,185090508.0,149611235.7475,177909
1647820800000,2022-03-21,XRPUSDT,0.8057,0.8549,0.7875,0.8373,316427663.0,259592940.3888,362667
1647907200000,2022-03-22,XRPUSDT,0.8372,0.8653,0.8273,0.8366,305184306.0,257893273.7383,340957
1647993600000,2022-03-23,XRPUSDT,0.8366,0.846,0.8171,0.8376,235024475.0,195140355.5946,230168
1648080000000,2022-03-24,XRPUSDT,0.8376,0.85,0.8272,0.8428,282122073.0,236615079.7898,280263
1648166400000,2022-03-25,XRPUSDT,0.8428,0.8459,0.8185,0.8239,214450998.0,178986690.6411,194835
1648252800000,2022-03-26,XRPUSDT,0.8239,0.8349,0.8206,0.8327,122433652.0,101517227.9421,108590
1648339200000,2022-03-27,XRPUSDT,0.8326,0.8582,0.8275,0.858,198619688.0,167118139.6212,199174
1648425600000,2022-03-28,XRPUSDT,0.8579,0.93,0.8528,0.8641,479199201.0,422637754.2167,540963
1648512000000,2022-03-29,XRPUSDT,0.864,0.8857,0.8389,0.8577,264756291.0,230020279.9314,293027
1648598400000,2022-03-30,XRPUSDT,0.8576,0.8718,0.8455,0.8613,201046259.0,173039224.5048,224285
1648684800000,2022-03-31,XRPUSDT,0.8613,0.8737,0.7794,0.8148,366939277.0,305824263.8892,400216
1648771200000,2022-04-01,XRPUSDT,0.8149,0.8343,0.807,0.8277,254001232.0,208774877.5653,251817
1648857600000,2022-04-02,XRPUSDT,0.8277,0.8499,0.8185,0.824,210041825.0,175623270.3137,208651
1648944000000,2022-04-03,XRPUSDT,0.824,0.8519,0.8143,0.8432,159520162.0,133117452.9172,156976
1649030400000,2022-04-04,XRPUSDT,0.8432,0.844,0.8041,0.826,216740017.0,179165135.2421,215429
1649116800000,2022-04-05,XRPUSDT,0.8261,0.8366,0.8145,0.8164,174779509.0,144156926.2418,158487
1649203200000,2022-04-06,XRPUSDT,0.8164,0.8184,0.7555,0.7595,348686323.0,274381875.7023,364137
1649289600000,2022-04-07,XRPUSDT,0.7594,0.7911,0.7523,0.7871,196211648.0,152188903.5217,203495
1649376000000,2022-04-08,XRPUSDT,0.787,0.7944,0.7463,0.7549,210639194.0,162771256.5049,208204
1649462400000,2022-04-09,XRPUSDT,0.755,0.7668,0.7531,0.7622,102131244.0,77625116.2299,107344
1649548800000,2022-04-10,XRPUSDT,0.7623,0.7731,0.7524,0.7543,123028708.0,93662860.1336,127125
1649635200000,2022-04-11,XRPUSDT,0.7543,0.7558,0.6802,0.6948,354459252.0,253488704.6894,328030
1649721600000,2022-04-12,XRPUSDT,0.6949,0.734,0.6924,0.7152,263088987.0,185940902.0363,260994
1649808000000,2022-04-13,XRPUSDT,0.7151,0.7252,0.7017,0.7232,217937566.0,156097770.2643,205229
1649894400000,2022-04-14,XRPUSDT,0.7232,0.7413,0.7083,0.7262,239629937.0,173590844.0636,217510
1649980800000,2022-04-15,XRPUSDT,0.7262,0.7975,0.7261,0.7858,439676502.0,340018971.2768,490660
1650067200000,2022-04-16,XRPUSDT,0.7859,0.7999,0.7658,0.7808,206493032.0,161483053.8088,195172
1650153600000,2022-04-17,XRPUSDT,0.7808,0.7861,0.7477,0.7519,188468510.0,145499726.0462,176462
1650240000000,2022-04-18,XRPUSDT,0.7519,0.7699,0.7266,0.7699,257757252.0,192473959.5038,258339
1650326400000,2022-04-19,XRPUSDT,0.7698,0.786,0.7588,0.7749,199132020.0,153428708.3625,191968
1650412800000,2022-04-20,XRPUSDT,0.7749,0.7753,0.742,0.7517,220246970.0,167656195.8777,192462
1650499200000,2022-04-21,XRPUSDT,0.7517,0.7686,0.718,0.7328,241310449.0,180731787.3906,241040
1650585600000,2022-04-22,XRPUSDT,0.7328,0.7387,0.7142,0.7179,220757625.0,160328204.818,216443
1650672000000,2022-04-23,XRPUSDT,0.7178,0.7267,0.7023,0.7057,163036743.0,116203898.7368,154364
1650758400000,2022-04-24,XRPUSDT,0.7057,0.7119,0.6944,0.6981,144945400.0,102084222.507,137510
1650844800000,2022-04-25,XRPUSDT,0.698,0.6998,0.6451,0.6931,399434752.0,267285979.6594,354207
1650931200000,2022-04-26,XRPUSDT,0.6931,0.7065,0.6276,0.642,355964613.0,237444379.8966,311924
1651017600000,2022-04-27,XRPUSDT,0.642,0.663,0.6361,0.6522,277994630.0,180637616.853,241976
1651104000000,2022-04-28,XRPUSDT,0.6522,0.6577,0.6333,0.6428,242145728.0,156497699.4127,195259
1651190400000,2022-04-29,XRPUSDT,0.6428,0.6464,0.5992,0.6116,322263629.0,200206773.4092,234208
1651276800000,2022-04-30,XRPUSDT,0.6115,0.6288,0.5663,0.5845,354754733.0,214938073.8545,274288
1651363200000,2022-05-01,XRPUSDT,0.5845,0.6125,0.576,0.607,279653905.0,166027183.2312,253008
1651449600000,2022-05-02,XRPUSDT,0.607,0.6312,0.5984,0.6143,332748235.0,204458052.8653,255037
1651536000000,2022-05-03,XRPUSDT,0.6143,0.628,0.5961,0.6047,284044788.0,174187576.7346,192989
1651622400000,2022-05-04,XRPUSDT,0.6047,0.65,0.6039,0.6459,345607731.0,214781739.892,250260
1651708800000,2022-05-05,XRPUSDT,0.646,0.6572,0.5801,0.5981,446938464.0,275475127.5275,326425
1651795200000,2022-05-06,XRPUSDT,0.5981,0.6164,0.5875,0.6022,363872112.0,218917267.8923,281104
1651881600000,2022-05-07,XRPUSDT,0.6022,0.6044,0.5692,0.5808,243420987.0,144029120.1394,162836
1651968000000,2022-05-08,XRPUSDT,0.5808,0.5833,0.5572,0.5662,335981906.0,191966430.3333,204020
1652054400000,2022-05-09,XRPUSDT,0.5663,0.5789,0.47,0.4873,841979616.33,440258885.078922,614982
1652140800000,2022-05-10,XRPUSDT,0.4872,0.5371,0.4722,0.513,900790302.0,459950527.42,637387
1652227200000,2022-05-11,XRPUSDT,0.513,0.5253,0.3646,0.4172,1598443681.35,731722915.314705,1259135
1652313600000,2022-05-12,XRPUSDT,0.4172,0.4296,0.3361,0.3856,1567507931.5,594186113.5263649,1276059
1652400000000,2022-05-13,XRPUSDT,0.3856,0.4659,0.3813,0.4228,698396767.0,301967793.821,550622
1652486400000,2022-05-14,XRPUSDT,0.4229,0.441,0.3955,0.4262,442845171.0,185744367.7124,346940
1652572800000,2022-05-15,XRPUSDT,0.4262,0.45,0.4149,0.4481,267739238.0,114744354.5196,215477
1652659200000,2022-05-16,XRPUSDT,0.4481,0.4481,0.4087,0.4231,433909248.0,183880284.5874,305356
1652745600000,2022-05-17,XRPUSDT,0.4231,0.4403,0.417,0.438,376428299.0,162168648.8597,251858
1652832000000,2022-05-18,XRPUSDT,0.438,0.4428,0.4037,0.4056,370954228.0,155713298.6108,236704
1652918400000,2022-05-19,XRPUSDT,0.4056,0.4242,0.3908,0.4205,285465302.0,116869173.7599,199622
1653004800000,2022-05-20,XRPUSDT,0.4205,0.4407,0.4016,0.4101,358049438.0,150932151.7571,221270
1653091200000,2022-05-21,XRPUSDT,0.4101,0.4183,0.403,0.4145,144232225.0,59372483.5825,92445
1653177600000,2022-05-22,XRPUSDT,0.4144,0.4255,0.4101,0.4218,143783091.0,60032697.6084,93691
1653264000000,2022-05-23,XRPUSDT,0.4217,0.4287,0.4002,0.4052,301434382.0,126188136.5609,179962
1653350400000,2022-05-24,XRPUSDT,0.4052,0.4138,0.3908,0.4086,309724750.0,125344682.6655,147275
1653436800000,2022-05-25,XRPUSDT,0.4087,0.4138,0.3948,0.406,414339536.0,167969372.2193,161858
1653523200000,2022-05-26,XRPUSDT,0.4061,0.4109,0.3753,0.392,626704757.0,246729969.605,251980
1653609600000,2022-05-27,XRPUSDT,0.3921,0.4032,0.3764,0.3819,549974246.0,214888250.2271,235251
1653696000000,2022-05-28,XRPUSDT,0.382,0.389,0.3805,0.3863,232996058.0,89731706.8105,101729
1653782400000,2022-05-29,XRPUSDT,0.3863,0.3908,0.3794,0.3891,190159222.0,73294559.5039,80104
1653868800000,2022-05-30,XRPUSDT,0.3891,0.4197,0.3866,0.4187,371239281.0,149384767.0321,167873
1653955200000,2022-05-31,XRPUSDT,0.4188,0.4342,0.4065,0.4217,422313633.0,176780178.8201,207019
1654041600000,2022-06-01,XRPUSDT,0.4217,0.4266,0.3887,0.398,436983828.0,178928611.5763,200731
1654128000000,2022-06-02,XRPUSDT,0.3981,0.4072,0.3907,0.4055,350695114.0,139400566.4511,147596
1654214400000,2022-06-03,XRPUSDT,0.4054,0.4105,0.3839,0.3904,283788604.0,112542326.3665,148952
1654300800000,2022-06-04,XRPUSDT,0.3903,0.3944,0.3846,0.3925,134031506.0,52239259.2791,77118
1654387200000,2022-06-05,XRPUSDT,0.3925,0.3995,0.3895,0.3953,134209649.0,52902644.5682,73022
1654473600000,2022-06-06,XRPUSDT,0.3954,0.4099,0.394,0.4026,253767142.0,102110040.337,130186
1654560000000,2022-06-07,XRPUSDT,0.4027,0.4175,0.3846,0.4076,418785041.0,166280541.3817,220088
1654646400000,2022-06-08,XRPUSDT,0.4076,0.4104,0.3947,0.4006,307076296.0,123154505.0433,165487
1654732800000,2022-06-09,XRPUSDT,0.4007,0.4041,0.3965,0.4002,253775318.0,101687547.2932,108685
1654819200000,2022-06-10,XRPUSDT,0.4002,0.4118,0.3762,0.3815,399808206.0,157089536.93,194473
1654905600000,2022-06-11,XRPUSDT,0.3815,0.3887,0.3557,0.3599,335176735.0,124317447.9689,162752
1654992000000,2022-06-12,XRPUSDT,0.3598,0.3654,0.3394,0.3433,427316144.0,149735662.364,211927
1655078400000,2022-06-13,XRPUSDT,0.3433,0.3507,0.3012,0.3118,1028751993.07,328637316.325002,508115
1655164800000,2022-06-14,XRPUSDT,0.3117,0.3267,0.2936,0.3214,778418633.0,243464785.141985,342614
1655251200000,2022-06-15,XRPUSDT,0.3215,0.3469,0.298,0.3436,865192872.0,271227096.2417,404846
1655337600000,2022-06-16,XRPUSDT,0.3436,0.3475,0.3073,0.3132,589816543.0,190349169.8571,238916
1655424000000,2022-06-17,XRPUSDT,0.3132,0.3397,0.3105,0.321,430655102.0,140271381.5595,198729
1655510400000,2022-06-18,XRPUSDT,0.321,0.3263,0.2872,0.3075,555977925.71,170366179.895381,283907
1655596800000,2022-06-19,XRPUSDT,0.3074,0.333,0.2981,0.3264,393395495.0,123246578.6674,201014
1655683200000,2022-06-20,XRPUSDT,0.3262,0.3289,0.3135,0.3227,356161086.0,114351278.5238,181160
1655769600000,2022-06-21,XRPUSDT,0.3226,0.3374,0.3187,0.3294,379691157.0,124852730.7156,187784
1655856000000,2022-06-22,XRPUSDT,0.3294,0.3297,0.319,0.3223,315095128.0,101794452.0225,152486
1655942400000,2022-06-23,XRPUSDT,0.3223,0.3371,0.3213,0.3358,293426615.0,96235892.6572,133928
1656028800000,2022-06-24,XRPUSDT,0.3357,0.3871,0.3348,0.3672,610286919.0,223815201.869,364031
1656115200000,2022-06-25,XRPUSDT,0.3672,0.3741,0.3542,0.3676,216676025.0,79123639.7719,134079
1656201600000,2022-06-26,XRPUSDT,0.3677,0.3751,0.3576,0.3592,194186812.0,71039962.3962,118676
1656288000000,2022-06-27,XRPUSDT,0.3591,0.3671,0.348,0.3537,274516503.0,98508600.8805,140953
1656374400000,2022-06-28,XRPUSDT,0.3537,0.3557,0.3353,0.3375,316153206.0,109315246.4689,155206
1656460800000,2022-06-29,XRPUSDT,0.3375,0.3417,0.3201,0.3296,329827694.0,108924493.26,163468
1656547200000,2022-06-30,XRPUSDT,0.3296,0.3333,0.3056,0.3321,463148646.0,147393644.668,245378
1656633600000,2022-07-01,XRPUSDT,0.332,0.3363,0.31,0.3139,373042743.0,118587656.9598,184586
1656720000000,2022-07-02,XRPUSDT,0.3142,0.3181,0.3089,0.3156,179482724.0,56221451.4424,88251
1656806400000,2022-07-03,XRPUSDT,0.3157,0.3258,0.3085,0.3215,194701668.0,61533546.2119,107856
1656892800000,2022-07-04,XRPUSDT,0.3216,0.33,0.3146,0.3287,276890244.0,88994114.9657,126096
1656979200000,2022-07-05,XRPUSDT,0.3287,0.331,0.3128,0.3252,332749123.0,107262278.4529,146859
1657065600000,2022-07-06,XRPUSDT,0.3252,0.334,0.32,0.3324,295359140.0,95886316.4482,132366
1657152000000,2022-07-07,XRPUSDT,0.3324,0.3456,0.3269,0.3422,261063763.0,87266153.1303,126050
1657238400000,2022-07-08,XRPUSDT,0.3423,0.359,0.3359,0.3402,383269941.0,133000861.9134,213155
1657324800000,2022-07-09,XRPUSDT,0.3403,0.3477,0.3392,0.3448,131799232.0,45267170.3163,80709
1657411200000,2022-07-10,XRPUSDT,0.3448,0.3449,0.3197,0.3255,240237163.0,79468929.0035,124569
1657497600000,2022-07-11,XRPUSDT,0.3256,0.3292,0.3108,0.3152,246538517.0,79546363.024,133558
1657584000000,2022-07-12,XRPUSDT,0.3152,0.3182,0.3078,0.3116,234067778.0,73193935.2427,126411
1657670400000,2022-07-13,XRPUSDT,0.3117,0.326,0.302,0.3237,354463864.0,111462870.5633,176989
1657756800000,2022-07-14,XRPUSDT,0.3236,0.334,0.3122,0.3338,323459383.0,103892845.0904,146897
